id	text
en-ET_420	What type of vehicle do most families in Ethiopia generally own?
en-ET_421	What is usually given to the children during Eid in Ethiopia?
en-ET_422	What clothes do grooms usually wear at weddings in Ethiopia?
en-ET_423	What clothes do brides usually wear at weddings in Ethiopia?
en-ET_424	What food is usually served at weddings in Ethiopia?
en-ET_425	What is the most famous government building in Ethiopia?
en-ET_426	What is the most popular music genre among the younger population in Ethiopia?
en-ET_427	What time do middle school students in Ethiopia typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-ET_428	At what age do people in Ethiopia typically go to university? (Provide Arabic numerals (e.g., 12) only.)
en-ET_429	From what age do people need to attend compulsory education in Ethiopia? (Provide Arabic numerals (e.g., 12) only.)
en-ET_430	How many days a week do children attend school in Ethiopia? (Provide Arabic numerals (0~7) only.)
en-ET_431	In Ethiopia, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)
en-ET_432	What is the top university in Ethiopia? (Provide the official name.)
en-ET_433	At what age do most people in Ethiopia graduate from university? (Provide Arabic numerals (e.g., 12) only.)
en-ET_434	At what age do children in Ethiopia generally start middle school? (Provide Arabic numerals (e.g., 12) only.)
en-ET_435	How many hours a week does a full-time worker in Ethiopia typically work? (Provide Arabic numerals (e.g., 12) only.)
en-ET_436	How many days a week does a full-time worker work in Ethiopia? (Provide Arabic numerals (0~7) only.)
en-ET_437	At what age do most people start working in Ethiopia? (Provide Arabic numerals (e.g., 12) only.)
en-ET_438	From what age is an individual allowed to work in Ethiopia? (Provide Arabic numerals (e.g., 12) only.)
en-ET_439	What do people in Ethiopia traditionally eat on Christmas Day?
en-ET_440	What is the name of the day of the year where people in Ethiopia celebrate love and romance?
en-ET_441	What is the most popular Christmas song in Ethiopia?
en-ET_442	How many semesters are there each academic year at high schools in Ethiopia? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-ET_443	In which month does the new school year typically begin in Ethiopia? (Provide Arabic numerals (1~12) only.)
en-ET_444	When is National Teacher's Day commemorated in Ethiopia? (Provide in MM/DD format (e.g., 12/31).)
en-ET_445	At what time does elementary school start in Ethiopia? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-ET_446	When is Children's Day celebrated in Ethiopia? (Provide in MM/DD format (e.g., 12/31).)
en-ET_447	Which city is the main destination for job seekers in Ethiopia?
en-ET_448	What is Ethiopia's most popular fast food chain?
en-ET_449	What is the food that is most divisive (either love or hate) in Ethiopia?
en-ET_450	What is the most popular soccer team among the people from Ethiopia?
en-ET_451	What is the most famous university in Ethiopia known for its sports team?
en-ET_452	What is Ethiopia's most popular family pet?
en-ET_453	What is the most popular family TV show in Ethiopia?
en-ET_454	What is the most popular family boardgame in Ethiopia?
en-ET_455	What is the most popular takeaway food in Ethiopia?
en-ET_456	What are popular snacks in Ethiopia?
en-ET_457	What do people from Ethiopia eat at the beach?
en-ET_458	At what age do men usually get married in Ethiopia? (Provide Arabic numerals (e.g., 20) only.)
en-ET_459	At what age do women usually get married in Ethiopia? (Provide Arabic numerals (e.g., 20) only.)
en-ET_460	In your parents' generation, what was the average number of members in their family in Ethiopia? (Provide Arabic numerals (e.g., 20) only.)
en-ET_461	In the Olympic Games, which sport is the most popular in Ethiopia?
en-ET_462	Where do children usually play soccer in Ethiopia?
en-ET_463	Which daily exercise is popular among women in Ethiopia?
en-ET_464	Which daily exercise is popular among men in Ethiopia?
en-ET_465	What is the most famous rivalry in a national sports league in Ethiopia? (e.g., ___ vs ___)
en-ET_466	Which professional sport is the highest paying in Ethiopia?
en-ET_467	What is/was the most popular sports-related TV program in Ethiopia?
en-ET_468	What day of the year is usually dedicated to fireworks in Ethiopia?
en-ET_469	What is the common symbol of New Year's Eve that is usually found in Ethiopia?
en-ET_470	What food do people from Ethiopia usually eat on New Year's Eve?
en-ET_471	What is usually eaten during the celebration of the longest night of the year in Ethiopia?
en-ET_472	What is the most popular summer sport in Ethiopia?
en-ET_473	What is the most popular professional sports league in Ethiopia?
en-ET_474	What is the most popular women's sports team in Ethiopia?
en-ET_475	What is the most popular tournament in Ethiopia?
en-ET_476	Who is the most popular sportperson in Ethiopia?
en-ET_477	In which sport has Ethiopia been most successful in international competitions?
en-ET_478	What is the most popular winter sport in Ethiopia?
en-ET_479	What is a city or region in Ethiopia known for manufacturing industry?
en-ET_480	What is regarded as the most important perk typically offered to employees in Ethiopia?
en-ET_481	What was the most catastrophic economic period for Ethiopia?
en-ET_482	What region in Ethiopia is a major hub for tech workers and start ups?
en-ET_483	What is the most important industry in Ethiopia?
en-ET_484	Which one of the daily meals is commonly shared with family members in Ethiopia? (e.g., breakfast, lunch, dinner)
en-ET_485	What is a popular family activity with a child to do on weekends in Ethiopia?
en-ET_486	At what age do children typically become independent from their parents in Ethiopia? (Provide Arabic numerals (e.g., 12) only.)
en-ET_487	What is the most important family holiday in Ethiopia?
en-ET_488	What is a popular family game in Ethiopia?
en-ET_489	What is the average age for couples to have their first child in Ethiopia? (Provide Arabic numerals (e.g., 20) only.)
en-ET_490	How many cars are owned by a typical family in Ethiopia? (Provide Arabic numerals (e.g., 12) only.)
en-ET_491	What is Ethiopia's most popular food for family meals on weekends?
en-ET_492	What is the most popular weekday evening family activity in Ethiopia?
en-ET_493	What is the highest grade given to top-achieving high school students on assignments and exams in Ethiopia?
en-ET_494	What is considered the most important exam for high school students in Ethiopia?
en-ET_495	Which subject is considered the most important for students in Ethiopia?
en-ET_496	What is the most popular extracurricular social event at schools in Ethiopia?
en-ET_497	What is the most advanced math subject learned before university in Ethiopia?
en-ET_498	Where do university students in Ethiopia usually go to study for their final exams?
en-ET_499	What is a common public transport that people use to go to university in Ethiopia?
en-ET_500	What do elementary students in Ethiopia usually do after school?
en-DZ_001	What is a common snack for preschool kids in Algeria?
en-DZ_002	What is a popular food to go with beer in Algeria?
en-DZ_003	What is the most popular fruit in Algeria?
en-DZ_004	What is a common school cafeteria food in Algeria?
en-DZ_005	What are the most commonly eaten snacks at shopping malls in Algeria?
en-DZ_006	What is a popular snack at an amusement park in Algeria?
en-DZ_007	At what age do kids start preschool in Algeria? (Provide Arabic numerals (e.g., 12) only.)
en-DZ_008	What is a popular afterschool sport for elementary schools in Algeria?
en-DZ_009	For which subject do elementary students get private education in Algeria?
en-DZ_010	What is a popular second language for high school students in Algeria?
en-DZ_011	Which subject is the most important for gifted education in Algeria?
en-DZ_012	What is the main dish for Thanksgiving in Algeria?
en-DZ_013	What do people do to celebrate Halloween in Algeria?
en-DZ_014	What do people do to celebrate New Year's Day in Algeria?
en-DZ_015	What do people do to celebrate Christmas in Algeria?
en-DZ_016	What food is associated with Halloween in Algeria?
en-DZ_017	What food is associated with Christmas in Algeria?
en-DZ_018	What food is associated with Valentine's day in Algeria?
en-DZ_019	What do people eat on their birthday in Algeria?
en-DZ_020	What is a popular outdoor place for families to have fun with little kids in Algeria?
en-DZ_021	What is a popular indoor activity for families in Algeria?
en-DZ_022	Where do university students have lunch in Algeria?
en-DZ_023	Which month is the final exam term usually scheduled at high schools in Algeria? (Provide Arabic numerals (1~12) only.)
en-DZ_024	How many hours a day do students in Algeria usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)
en-DZ_025	How many languages do students study at high school in Algeria? (Provide Arabic numerals (e.g., 5) only.)
en-DZ_026	What is the most popular sport played in a team at school in Algeria?
en-DZ_027	Who is the most popular sport commentator in Algeria?
en-DZ_028	What is the most popular sport team in Algeria?
en-DZ_029	What are the common places or venues where individuals in Algeria usually gather to watch sports broadcasts?
en-DZ_030	How many meals per day do people from Algeria usually have? (Provide Arabic numerals (e.g., 5) only.)
en-DZ_031	Which is the most important meal of the day to people from Algeria?
en-DZ_032	What is the most common ingredient used in Algeria's diet?
en-DZ_033	What do people from Algeria usually eat for dessert?
